text,n
"Frontline staff within GP practices &amp; the healthcare community in Rochdale have received specially created visors made by local teachers, pupils &amp; businesses to help protect them from patients testing positive with coronavirus. Read here: https://t.co/KyoFcL28K9 @HMRPCA &amp; RHA https://t.co/hrGegSCf5j",1
"Francesca (Y7) has illustrated an e-book of short stories to help raise money for charities protecting those most affected by the #coronavirus pandemic. The book, Stories for Kids in Lockdown, can be bought here: https://t.co/N7p9Oh4A0m #stpaulsgirlsschool #spgs #creativity https://t.co/rcn5xnW0KF",1
"Don't start talking about opening schools, primary schools in particular, until this is looked into properly. https://t.co/Uob2cGAgl6",1
"For Britain, school closures compound pre-existing problems within the education system, says @ThereseRaphael1 https://t.co/MbDKJSXNaa via @bopinion https://t.co/T1nCS2fY1Q",1
Follow our live updates from the daily UK Government coronavirus briefing here https://t.co/112xbCtMJ6 https://t.co/th0ORxhIOy,1
"Easing lockdown restrictions on businesses, schools and public spaces is what we are all waiting to hear, but there is still a risk infection could emerge in those places.

Because the coronavirus spreads quickly like taking a wee in the sea, it doesn’t stay where you started.",1
Find out more about the ways we've been supporting schools @Virtue_Tech. In our latest #CaseStudy we helped @AllHallowsCHS ensure their @CapitaSIMS finance software was set-up for remote working: https://t.co/lsz5BTbQI3 #SIMS #education #problemsolving #coronavirus,1
"Great article:
https://t.co/mlzbUQbR98",1
"Fewer than one in five people in Britain believe the time is right to reopen schools, pubs and restaurants, according to a new poll by Opinium on the coronavirus #lockdown - published in today's Observer https://t.co/ayVv4GwYw8",1
Fearful Britons remain strongly opposed to lifting coronavirus lockdown https://t.co/kVBybTUaT1,1
Fearful Britons remain strongly opposed to lifting coronavirus lockdown https://t.co/grjpLoDrVW,1
Education secretary @GavinWilliamson tells @CommonsEd rules out schools reopening in summer https://t.co/8o7GkAH24n,1
Education secretary pressed on FSM vouchers and phased re-opening of schools https://t.co/8r3VMfWeer,1
Fearful Britons remain strongly opposed to lifting #coronavirus lockdown - not surprisingly given U.K. news has been relentlessly broadcasting #Covid19 prevention and #coronavirusuk stats.  https://t.co/ax5qkuenIE,1
"FM: If Scotland was to reopen nurseries and primary schools now “the most likely scenario would be a resurgence in the virus which would overwhelm our hospital capacity in matter of weeks"" https://t.co/ivb6AJOgoz",1
FAQs and key info including safeguarding - Actions for schools during the coronavirus outbreak from ⁦@educationgovuk⁩ - https://t.co/bGpYmbfkb1 #safeguarding #edutwitter #COVIDー19  https://t.co/CNRl1ySA9v,1
"Educompendium has produced FREE downloadable resources to help schools and families cope with the outbreak of Coronavirus and it’s impact on education – Access these now from https://t.co/FNynqLETLu 
#free #resources #children #activites #dwbl #coronavirus #stayathome #covid19 https://t.co/iDr0IX0Pii",1
England could allow primary schools to reopen as soon as June 1 - Telegraph https://t.co/NhKmCtAQO9 via @NewsNowUK,1
Gov’t to re-examine decision to open schools despite decrease in COVID-19 https://t.co/RMme2Tai4y,1
Great to see the fantastic ways  in which our schools are keeping their pupils' spirits up during the #coronavirus lockdown! #WVClassAct https://t.co/OSBLctZA3Z,1
Coronavirus: scientists caution against reopening schools https://t.co/lXouyv8wHg https://t.co/8BjzbVBCM3,1
"Coronavirus: ‘Very real risk’ of spike if schools open too early, say teaching unions https://t.co/5EFdR22Z1q via @schoolsweek",1
If we reopen schools too soon we risk a devastating demons wave of Coronavirus #FiveTests,1
Coronavirus: scientists caution against reopening schools https://t.co/ovGw3Hv5PZ @ScotGovFM @NicolaSturgeon,1
"ICYMI: Plans to strip Scottish private schools of their charitable tax breaks are to be postponed as the sector struggles with the financial fallout of the coronavirus pandemic. 
https://t.co/hOSFUZkJeC",1
ICYMI: @educationgovuk has published a collection of case studies demonstrating remote education practice for schools during COVID-19 https://t.co/wuX7l2L4Ca,1
Coronavirus: there is an urgent need to re-open schools – this is how to make it happen - @reactionlife https://t.co/4BRHFLdZUR,1
"I just signed the councillors letter to .@GavinWilliamson around important support needed for councils during #coronavirus.
We all want schools to reopen, but only when it is safe @ashleypearce84
Add your name here&gt;&gt; https://t.co/XjDq5AFqCD

#neucllrs

https://t.co/nnemmxUYKJ",1
"I just signed the councillors letter to .@GavinWilliamson around important support needed for #Crawley's schools during #coronavirus.

Add your name here&gt;&gt; https://t.co/iZzUIZEZv1

#neucllrs",1
"I am looking forward to seeing the peer reviewed evidence of this. ‘The move to re-open schools is being considered as data show that younger children are potentially less likely to transmit Covid-19, the disease caused by the coronavirus.’ Mail Online @cyclingkev @PaulWhiteman6",1
"Hungary's Sziget and other festivals cancelled, schools stay shut https://t.co/vZ2Slv2w8I",1
"Coronavirus: ‘Very real risk’ of spike if schools open too early, say teaching unions 
#COVID_19
https://t.co/0S3EIpktp6 via @schoolsweek",1
"Coronavirus: ‘Very real risk’ of spike if schools open too early, say teaching unions https://t.co/JcHxVcNHPC #schools via @schools",1
Denmark's coronavirus rate of infection has RISEN from 0.6 to 0.9 since schools re-opened. It's also worth pointing out that children are spread out at a far greater distance than would be possible in many (most?) British schools. Not good news: https://t.co/dLwIHO50PT #COVID19,1
How do we re-open schools after the coronavirus pandemic? @OECDEduSkills  https://t.co/qee95F1lWL,1
How do I keep my son’s career on track during the coronavirus crisis? @dearjohnbyrne offers tips on how to help your child choose the right course at a time when visiting prospective drama schools is not an option https://t.co/d5Y3BOeQAY https://t.co/S5JxarVbbe,1
"Coronavirus: ‘Very real risk’ of spike if schools open too early, say teaching unions | Schools Week  https://t.co/5JRdXZAvMt &lt; Announcement 'this week'? What are the odds on it being in the Torygraph on Sunday, to avoid tricky questions in Parliament &amp; get sycophantic support https://t.co/aTYifQzKUL",1
"Here’s a top tip from teachers to help with children's learning and wellbeing during Covid19: ""try home learning for 25 minutes then having a 5 minute break – it’s more productive”. For more tips see https://t.co/IGfE5DKEIX https://t.co/mL2g4uDp66",1
"Here are six ways we recommend using signage to help re-establish routines and embed new campus procedures that recognise and abide by social distancing practices.

 https://t.co/2eaxklrzmI",1
Headteachers warn of string of obstacles to reopening schools https://t.co/Jwnbx07k0T,1
He says schools starting back in the autumn is likely but he really didn't want to commit to a time frame on @BBCRadioFoyle. #education #schools #coronavirus,1
Critical workers who can access schools or educational settings https://t.co/ViHKJkw5dX https://t.co/5mTH1OwSXF,1
Danish authorities on Thursday said the reproduction rate for coronavirus had risen significantly since the Scandinavian country started reopening schools and kindergartens two weeks ago. https://t.co/2M9D6HimRf,1
Had to drag my husband into promoting our new #coronavirus word search ❤️. He couldn’t resist making some kind of joke! Find on our home learning page https://t.co/UoZCprzTrh https://t.co/uq6ekFX7oO,1
"Coronavirus: Don't rush to reopen schools, Williamson warned | Tes https://t.co/ah6PhwKGUN",1
No schools open until September... pray for us.... #coronavirus #COVID19ireland,1
"Not sure if I've already Tweeted this. Anyway, if I have, tough! 

Coronavirus: scientists caution against reopening schools

https://t.co/xKHqNXTd72",1
Schools demanding evidence of teachers genuinely needing to work from home will scare some into school and put vulnerable people at risk. It isn't necessary - don't do it. #coronavirus #education #StayAtHome,1
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ88aVy https://t.co/2wr2ytCLqf,1
"Schools may be closed but school staff are still working hard to be there for pupils, and support keyworkers' children. 💛

We've pulled together some resources to help boost pupils' #wellbeing; including activities on #kindness, physical &amp; #mentalhealth. https://t.co/6141e3tLWk",1
"BBC News - Coronavirus alert: Rare syndrome seen in UK children https://t.co/zCFMrMttSZ&gt; Coronavirus: Schools should be among first to reopen when lockdown eases, Keir Starmer suggests. https://t.co/JlzRhRwRHl",1
BBC News - Coronavirus: France mandates masks for schools and transport https://t.co/TIA8FvVX0M,1
"Schools in UK may not return until September, Hancock warns https://t.co/e5KwZYfyEx",1
BBC News - Coronavirus: Reopening Scottish schools too early could 'overwhelm' NHS https://t.co/3Do6adCmYe,1
BBC News - Coronavirus: Reopening Scottish schools too early could 'overwhelm' NHS https://t.co/YUX8uzQG9E,1
BBC News - Coronavirus: September target for re-opening of NI schools https://t.co/QRr2vU4oil,1
BBC News - Coronavirus: The schools supplying PPE for the front line https://t.co/irs9JcAyhn,1
"Schools forced to partially close due to the coronavirus crisis are using more than 50 different online learning platforms to help keep pupils on track, @tes research has revealed. 
#edtech #remotelearning #schoolclosure 

https://t.co/bYIrcmRyeU",1
BBC News - Coronavirus: Warning over 'premature' reopening of schools https://t.co/5mjwdDcApt,1
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ8pLN6 https://t.co/CaTx89XvrW,1
"European schools get ready to reopen despite concern about pupils spreading Covid-19

https://t.co/vWcgk6efJa",1
Schools and school leaders will sometimes have to deal with a crisis or emergency situation. Some practical crisis-management advice: https://t.co/rJz2hWWl0y @ASCL_UK,1
"Schools and offices urged to enforce 4 days on, 10 days off to limit Covid-19 spread https://t.co/c1WULM5G4M #coronavirus uk
#COVID19",1
Schoolkids will be top priority in secret 'roadmap' to ease coronavirus lockdown restrictions https://t.co/tZwQS5q5gN,1
Schoolkids will be top priority in secret 'roadmap' to ease coronavirus lockdown restrictions https://t.co/CtgyOsGCxj,1
School closures the single most effective way to halt spread of infection - and now we know children play a bigger role in spread of COVID19 than first thought #KeepSchoolsClosed https://t.co/hTTJUNMvhN,1
"School closures swept the UK on March 20th 🗓️
--
Uncertainty surrounding the Coronavirus forced schools to establish a #distance #learning strategy.
--
Sacred Heart trusted #GCSEPod as it's base:
✔️ Cement #knowledge
✔️ Build #confidence
➡️ https://t.co/WIKao8GZIl",1
BREAKING: Plan for reopening schools will be published next week https://t.co/TV5xichubG - me via @tes,1
"SCMP: Bars, gyms, beauty parlours and other venues to reopen as #HongKong eases #COVID19 shutdown
Nightclubs and karaoke lounges will remain shut #香港 
https://t.co/j3q5AXvoSo via @scmpnews",1
"Before the pandemic, critical delays in spending millions in taxpayer money dedicated to technology left Seattle Public Schools less prepared than many other neighboring districts, even those with fewer resources.
https://t.co/I3wQZZSPre #waedu #coronavirus",1
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ88aVy https://t.co/BvH51XzdbF,1
"Schools re-opening timing clearly important debate on addressing school safety and educational inequality. But Govt must talk about nurseries, playgroups and child minders. Early years should be part of debate too ⁦⁦@4in10⁩ ⁦@CoramFamChild⁩  https://t.co/vIFDByzBq4",1
"Coronavirus: Could Wales' schools return begin in June? If pubs can open in June, then why can’t schools. We were told pubs would not be open until near the end of the year. Then Wetherspoons announce there opening in June. Someone gave them the nod ???
 https://t.co/T3XhmFzoBL",1
Shadow Home Secretary Nick Thomas-Symonds and First Minister of Wales Mark Drakeford discuss easing the coronavirus restrictions – catch up on the Sunday politics shows here: https://t.co/JfkGKmyCJf,1
"All this talk of schools 'opening'. Do they realise they never closed? 🤔
#COVIDー19 #StayAtHome #teachers #edutech #edutwitter #teachingCommunity #coronavirus #supportingcommunity",1
Social distancing in schools 'very difficult' says medical expert https://t.co/DWBRN30bdW,1
And the first thing the students will do is hug their friends. Unbelievable! https://t.co/NqqVLw9cvE,1
"So how does Leeds compare with these cities?.......”Remove motor traffic from residential streets and extend pavements near shops, schools and parks to make walking safe and enjoyable for transport and exercise. City leaders aim to shape green recovery” https://t.co/4Y41R8OwEL",1
"So UK has the highest #coronavirus death rate in Europe, and the government is seriously considering opening schools in June. I am worried, as a #teacher, I am very worried. https://t.co/Popo5oFsWa",1
"So Norway’s just re-opened nurseries and schools (years 1-4) and you can now gather in groups of 5.

Their #coronavirus deaths? 211. 

At 28,000 deaths and rising, the UK is simply not ready to start reopening anything 🤷‍♀️",1
"As Europe cautiously looks to lift coronavirus lockdown measures, countries across the continent are considering reopening schools, a key move toward re-establishing something close to a normal way of life. https://t.co/uUsELKWiOT",1
"As a family of schools, today our multiacademy trust donated nearly 3,000 pieces of PPE to our #NHS in #Birmingham. 🥼 

This is only part of the work our schools are doing, both individually and collaboratively, to win the fight against coronavirus. 👏 

@schoolsofkevi https://t.co/xmkQ21zCs6 https://t.co/vefTU1m4XP",1
"Should parents who refuse to send their kids back to school be fined? 

We don't yet know when schools will reopen - but if parents want to keep their kids at home until the coronavirus has gone, should they face truancy fines? Or is that unfair? #JeremyVine https://t.co/YIUY5a9zuF",1
"She said teachers would be worried about returning to packed classrooms until the threat of coronavirus is eliminated 

https://t.co/GhOYBkSlzm",1
SecEd’s Diary of a headteacher: Just how can you open a school while maintaining social distancing and other safety measures? This question is looming large on the horizon for our headteacher diarist: https://t.co/bN0Ao428mm #coronavirusuk #schoolclosures,1
"Schools return in Wuhan but not as we know it.  Personally I think it is too soon here, we need sufficient evidence from Public Health England to give schools and parents confidence it is safe to do so.  https://t.co/GNC1QHQPod",1
Scottish private schools will not have to pay business rates in full now until April 2021 - they were due to start paying the rates last month but have been given a reprieve by the Scottish government because of the coronavirus pandemic https://t.co/UMnTkD7TUw,1
Scottish private schools saved as charitable status extended due to pandemic https://t.co/f0aL2gLnWd,1
Scots schools get over £250m amid coronavirus pandemic to close poverty gap https://t.co/JkUZPYinoN https://t.co/x9AiyMdKFl,1
"At least TWELVE strains of coronavirus found in UK - including one unique to Britain, finds SAGE report. But btw we still going to open schools in july https://t.co/YLEOnHG0Xd",1
"Schools, business and more time outdoors...Nicola Sturgeon reveals 'initial options' to ease Scotland's lockdown #Scotlandlockdown #coronavirus https://t.co/7gEwWLuicl via @thecourieruk",1
"Schools will stay closed until September, Taoiseach @LeoVaradkar confirms, plan to reopen #Ireland is five-stage plan, with three weeks between each stage https://t.co/5GvMFEISMY",1
"Schools will reopen in 'phased manner' after coronavirus lockdown, says Education Secretary
https://t.co/JUt11tKmiq",1
"Schools will remain closed until further notice to all except the children of critical workers and vulnerable children. 

Schools will only be re-opened when the scientific advice says it would be safe to do so.

https://t.co/vuuwb0NrMu 

#StayHomeSaveLives #coronavirus https://t.co/McjtaXisCp",1
"Schools struggling with staff working from home during the coronavirus pandemic, while their IT systems remain on site, are being offered a free lifeline from Pewsey-based IT company CloudHappi.

https://t.co/QkkCXAlr0m https://t.co/JaS0jJ71Za",1
"Schools shut, exams cancelled, restrictions on where you can go and who you can see - how are young people coping during the coronavirus crisis?

We want to hear from 11-18 year olds about their unique experiences in this strange and uncertain time.

👉 https://t.co/IZaS0UKbvu https://t.co/VtvIZd6p6I",1
"Rory Stewart told LBC that London should be closing all schools and banning large gatherings to contain the spread of coronavirus.

@ShelaghFogarty | @RoryStewartUK | #CoronavirusUK
https://t.co/ZKFVmbzFP7",1
Revealed: Boris Johnson's roadmap to ease lockdown and reopen schools and shops &amp; it's clear now that Boris should accept that  the situation is out of control&amp; that a cross party UKGovt of National Unity is now urgently needed B4 we risk free fall chaos! https://t.co/k6ZmpwOnvf,1
Boris Johnson has promised to detail out a 'comprehensive plan' next week on how lockdown measures will be eased as UK 'past the peak' https://t.co/fxd834idZZ,1
Our partner @ImpactEd_tweets is launching a national research project with @UniOfYork to help schools understand the impact of this #coronavirus disruption on pupils' wellbeing and learning needs. It's free for schools to take part. Find out more here: https://t.co/6BuuJw6S4O,1
"People living in more deprived areas of England and Wales are more likely to die with #coronavirus than those in more affluent places, new figures suggest. 👇🏽 #AirPollution https://t.co/PDfUh7Nzqv",1
"Coronavirus LIVE as Health Secretary insists it is 'too soon' to say when schools will return
https://t.co/EqaJ6DHl5a",1
"Coronavirus LIVE updates: UK lockdown exit plan emerges with schools 'back in June', shops open longer on Sunday's 

https://t.co/HIiUbqHFBq",1
Coronavirus and schools: LIVE 5/5 https://t.co/p9cQ6YB7sK,1
"Parents have your say on schools reopening. Complete this survey by 4th May......  
#parentkind #homeschooling #parentsopinion 
https://t.co/e663iSyAL4",1
PCS has launched a Save The British Council campaign to fight for the future of the organisation whose funding has been cut by 85% because of the closure of nearly all its schools due to coronavirus-related measures worldwide. https://t.co/uWwUI8TcpZ #SaveBritishCouncil https://t.co/zqkSV2Idi3,1
Coronavirus crisis: Primary schools could reopen from June 1 as lockdown exit begins https://t.co/Zx7Dk4oLD9,1
Our young people’s mental health is on the line during the #coronavirusuk lockdown. @PookyH discusses four things your pupils need to feel right now – and some simple ideas for making that happen: https://t.co/LpBPFz1kUu #schoolclosureuk,1
"Coronavirus disproportionately affects low-income families &amp; impacts inequalities. Here's our joint evaluation report on how schools can address child poverty published with @kim_donahue  @SocInv_SmChange &amp; @gillgr on a project run by @MayorofLondon 
https://t.co/PrVIdEn7Db",1
Coronavirus in Scotland: Private schools get reprieve from rates hike to see off crisis https://t.co/P2WWblwNiI | The Times,1
"Our carefully curated collection of coronavirus resources and practical tips is growing. Click here to see the latest from practitioners and experts across @ChallengePartnr and beyond.
https://t.co/WR2vXa450u",1
"Reopening schools runs a significant risk of restarting the outbreak, according to a new analysis showing that children were just as likely to get infected with coronavirus as adults: https://t.co/sjhbOOMBDR",1
Our Home Learning Resource Area has just been updated to include the Leeds coronavirus household leaflet in multiple languages- downloadable from https://t.co/l9RrohdYAw @PhilMellenLeeds @Child_Leeds @Leeds_Learning @SaleemTariq #Leeds #schools #stayhomesavelives https://t.co/b0tqkMBlzP,1
"Our Headmaster, Mr Towers, is spending one evening each week doing voluntary work to provide free executive coaching to #NHS and school leaders. It is part of an Independent Schools Council backed initiative to help others during the coronavirus crisis @ISC_schools #Proud https://t.co/e6tM8hEBRk",1
"Coronavirus in Scotland: School’s out for summer to prevent surge of new cases. Irreparable damage will be done. The educational system is bad enough without this. 
Wonder who will get the blame once English schools go back. 
https://t.co/1c6RGyQHxl",1
Opening all schools would lead to risk of second coronavirus spike https://t.co/lPqG61bF5U | Daily Mail Online,1
One consequence of the Covid-19 closures for many teachers has been a reduction or at least a side-lining of their CPD. @FionaAS urges schools and teachers not to neglect their CPD and instead to take their professional learning online: https://t.co/iAclfwVWmW #schoolclosureuk,1
"On our Communication and Interaction Coronavirus page we have just added a new section on ""Visuals"". 

This section includes helpful advice and free downloadable resources.

For more information: https://t.co/cAHcWp3bnW https://t.co/vUu343rHQh",1
Coronavirus: 'Pay teachers to work in summer schools' https://t.co/z3fT50ut8w | TES,1
"Official: #mufc are donating £300,000 to local schools during the coronavirus pandemic. 30 schools will receive £10,000 each #mufc",1
Coronavirus: Black African deaths three times higher than white Britons - study &lt;How should schools and other institutions use this info to reflect policy over teachers delivering key worker cover etc?&gt; https://t.co/BlsYfBKjV2,1
"OFFICIAL: Manchester United are donating £300,000 to local schools during the coronavirus pandemic. 30 schools will receive £10,000 each. #MUFC #cdlive",1
"People's reactions to lifting lockdown, from social bubbles to schools reopening https://t.co/hM5iAiJEhs",1
Personally I will never go on a train or fly again not with that AirCon system &amp; shopping if the superstore recirculates air I won't be in either  Fearful Britons remain strongly opposed to lifting coronavirus lockdown https://t.co/t8zgrlM7gB,1
"Coronavirus Glasgow updates: Scottish Government exploring options for children to return to schools
https://t.co/EpboKGkrVN",1
"Please share our offer with as many schools as possible ... #covid19 #coronavirus #coronaviruspandemic #coronavirusupdate

We've got you covered for #GCSE #PE, #Science, #ComputerScience, #French, #Spanish, #History and #EnglishLit. https://t.co/IFNHnr7C2Z",1
"Boris Johnson is due to announce next Sunday that year six children, aged 10 and 11, will be the first cohort allowed back into #schools since he announced their closure on 18 March, to be closely followed by years 10 and 12. #COVID__19  https://t.co/EamPq71Cr0",1
Boris Johnson says plans were drawn-up in case he died from Coronavirus... and could primary schools reopen on the 1st of June? That's being claimed this morning. More with Matt in the latest news bulletin. https://t.co/LDDKXnbAJn,1
Remote education practice for schools during coronavirus (COVID-19) - https://t.co/FYxdOKIpAA https://t.co/wG6sQo77pM,1
"Reminder to Post Primary Schools: To ensure that young people have access to school counselling during the coronavirus outbreak, school staff should ensure that their pupils know the School Key Contact’s details and how to access counselling. More info: https://t.co/KFIje7BAbe https://t.co/0zRauq343y",1
"But, surprise, surprise it looks as if child infection rates could be an issue (and anyone thinking they won’t cough/sneeze as much needs to consider all the other coronaviruses kids pick up that do make them sneeze) (£)

https://t.co/BMY8qikjOC",1
"CONFIRMED: early years staff will be able to access free coronavirus tests as govt opens up testing to all essential workers.

""Essential workers"" will be based on the same criteria as those who are eligible to have children attend schools/settings: https://t.co/6ULUxlB1VN",1
Came across this on FB. Britons are being described as 'fearful' of going back to work and seeing the lockdown end. Whilst we all want some sort of normality again hundreds of people are still dying daily from coronavirus. So the lockdown should remain and schools stay closed. https://t.co/KaVADbrkqV,1
"Rate of coronavirus spread in Denmark 'higher since schools opened'.
 https://t.co/Sb87b4SSOl",1
"Rah they’re thinking about locking off schools because of Coronavirus, why didn’t the govy buss us like that back in the day ☹️",1
"Put our troops on the gates and reception of every school. Fully loaded with full testing kits and high tech temperature checkers. Our troops are our way of rebuilding the UK. #BORISJOHNSONPM Primary schools in England could reopen on 1 June, reports say https://t.co/C1Hdu2PwA3",1
"Pupils could be going back to school as early as June, according to reports https://t.co/uQqfvQU3tx",1
Can you help vulnerable Camden students access learning during lockdown? The Council is encouraging any businesses with spare laptops and iPads to donate them to schools and help young people access vital online learning #digitaldivide https://t.co/Wcw533IjtP,1
"Can't believe we are even discussing this. This country is in the hands of people bored of having to have the kids at home? If kids goes back to school and infect the parents we are back to step one, you morons! #COVIDー19 #schoolsreopening #UKlockdown
https://t.co/k5RqpnxSmn",1
"Prime Minister Boris Johnson has confirmed in his first daily briefing in more than a month the UK is past the peak of the coronavirus pandemic

Next week, he will set out a plan on how to get the economy moving, return children to schools and for people to travel safely https://t.co/bVFnlg1aiK",1
Primary schools set to ‘reopen next month if coronavirus infection rate continues to slow’ https://t.co/fywnLHnLhm,1
Children at home more often now schools are closed. Find @RoSPA advice and info for keeping kids safe at https://t.co/qjkXlCcDBH #AccidentFreeAvoidAandE #StaySafeatHome #StayHomeStaySafe,1
"Children should get back to school, adults to their jobs and the economy going forward but.....

I don’t see how schools can be full of children, unable to social distance in the classroom &amp; therefore spreading the virus &amp; taking it home! 🤷🏼‍♂️
#CoronaVirus #ThisMorning #COVID19",1
"Primary schools are unlikely to re-open until the end of May.
Secondary schools not before 
the end of June
It could be the end of August before pubs and restaurants open their doors again. 

Source:
Sky News
#lockdownextension #coronavirus
#1984",1
Closing schools WORKED in fighting off the coronavirus https://t.co/M41VF3qa1h via @MailOnline,1
"Primary schools 'to open in June' as part of PM's lockdown exit plan 

https://t.co/G8rCjVWgee",1
"Pleased the bbc are highlighting the scandal of inequality in schools for the working classes, but to only be speaking about this in the context of coronavirus/lockdown is incredibly myopic. This is what these families and their children face ALL the time.",1
"BBC News - Coronavirus: Warning over 'premature' reopening of schools.

With Northern Irish unions and now Scottish unions showing extreme caution to the possibility, there are now doubts about premature school openings...

https://t.co/80Nj3wKKEs",1
